0,1,3876,7751
0,1,77837,155673
0,1,5264,10528
0,1,6805,13610
0,1,21488,42976
0,1,23546,47092
1,0,10921,21840
0,1,4946,9891
0,1,7590,15179
0,1,24120,48240
0,1,8034,16067
0,1,5563,11126
0,1,36226,72452
0,1,7979,15958
0,1,4388,8776
0,1,14418,28835
0,1,20646,41291
0,1,2279,4557
0,1,1746,3492
0,1,20390,40779
0,1,3396,6792
0,1,4004,8008
0,1,10199,20398
0,1,27394,54788
0,1,5295,10590
0,1,20181,40362
0,1,15640,31279
0,1,5216,10432
0,1,18694,37388
0,1,49899,99797
0,1,22678,45356
0,1,7779,15557
0,1,36549,73098
0,1,4781,9562
0,1,6274,12547
0,1,6364,12728
0,1,11299,22598
0,1,7305,14610
0,1,47676,95351
0,1,8420,16840
0,1,8112,16224
0,1,49959,99918
0,1,36246,72491
0,1,8389,16778
0,1,5878,11755
0,1,16131,32262
0,1,9268,18535
0,1,12798,25595
0,1,10014,20027
0,1,8968,17936
0,1,5903,11805
0,1,11943,23886
0,1,4737,9474
0,1,19629,39258
0,1,3490,6979
0,1,5244,10488
0,1,24180,48359
0,1,45018,90036
0,1,2426,4852
0,1,7504,15007
0,1,4230,8459
0,1,18159,36318
0,1,11872,23744
0,1,7189,14377
0,1,23243,46486
0,1,26532,53063
0,1,12116,24232
0,1,4004,8007
0,1,27408,54815
0,1,14524,29048
0,1,8005,16009
0,1,4300,8600
0,1,12292,24584
0,1,22046,44092
0,1,34146,68292
0,1,2643,5285
0,1,3545,7089
0,1,26466,52932
0,1,20577,41154
1,0,19561,39120
0,1,15044,30088
0,1,5942,11883
0,1,11716,23431
0,1,6027,12054
0,1,26532,53064
0,1,56915,113830
0,1,14326,28651
0,1,4671,9341
0,1,22376,44751
0,1,7033,14065
0,1,6246,12492
0,1,13421,26842
0,1,23509,47017
0,1,9486,18971
0,1,1503,3005
0,1,26346,52691
0,1,6070,12140
0,1,5744,11487
0,1,22958,45916
0,1,5628,11256
0,1,10135,20270
0,1,20775,41550
0,1,6948,13896
0,1,3933,7865
0,1,53496,106991
0,1,9583,19166
0,1,6047,12093
0,1,34632,69264
0,1,30206,60411
0,1,1791,3581
0,1,9293,18586
0,1,7486,14971
0,1,1480,2959
0,1,10467,20934
0,1,15778,31556
0,1,27621,55242
0,1,5051,10101
0,1,2074,4148
0,1,24619,49237
0,1,4956,9912
0,1,4171,8341
0,1,3560,7119
0,1,2205,4409
0,1,5073,10145
0,1,10910,21820
0,1,64944,129888
0,1,3325,6650
0,1,10308,20615
0,1,5913,11826
0,1,13793,27585
0,1,22517,45034
0,1,8589,17178
0,1,2913,5825
