1,0,41489,58530
0,1,29603,43106
0,1,16174,29180
1,0,19299,37950
1,0,36327,56670
1,0,46011,66855
1,0,43515,43512
1,0,54912,74007
1,0,41964,41961
0,1,70024,127352
1,0,42100,55098
1,0,104680,163665
1,0,8138,17166
0,1,45583,67008
0,1,55799,79272
1,0,82793,105588
1,0,2959,2958
0,1,36841,63398
1,0,21798,28488
1,0,27082,27624
1,0,43922,75453
1,0,24354,24351
0,1,50948,102704
1,0,31149,31146
1,0,31425,31422
1,0,20908,28158
1,0,50142,65748
1,0,17523,24000
1,0,24852,34419
1,0,81049,81048
0,1,66017,144335
1,0,72960,112914
1,0,17190,17187
1,0,7036,7035
1,0,59511,59508
1,0,23461,23460
1,0,57496,57495
1,0,58575,124518
1,0,29027,36867
1,0,15032,19410
1,0,58022,126174
1,0,24880,24879
1,0,39140,70749
1,0,19072,22926
1,0,1531,1530
0,1,18968,25416
1,0,36836,36834
1,0,16393,16392
1,0,32216,32214
1,0,2160,2157
1,0,19832,27156
1,0,2975,2973
1,0,24562,38199
1,0,15944,15942
1,0,13619,13617
1,0,16485,22185
0,1,81983,124546
1,0,93689,117522
1,0,15418,15417
1,0,46368,64047
1,0,5277,5274
1,0,90893,110568
0,1,23041,37887
1,0,24748,24747
1,0,11128,11127
0,1,69502,116827
1,0,37551,46806
0,1,27155,49388
1,0,62989,82962
1,0,58022,58020
0,1,105803,142005
0,1,31018,55626
1,0,6210,6207
1,0,28275,41370
1,0,13102,13101
1,0,157619,244356
1,0,29057,42138
1,0,21241,28938
1,0,3402,3399
1,0,35020,43221
1,0,123436,183429
1,0,6355,7884
0,1,40174,60009
0,1,33052,54553
1,0,67347,97800
1,0,32299,47064
1,0,30626,44703
0,1,19430,48363
1,0,55490,55488
1,0,29838,29835
1,0,31703,41709
1,0,16684,36177
1,0,21989,38061
1,0,4059,4713
1,0,38043,94965
1,0,20340,20337
1,0,11103,11100
1,0,41227,48543
1,0,122737,222885
1,0,3885,3882
0,1,21043,32467
1,0,63583,75423
1,0,35646,35643
1,0,47369,66510
1,0,111166,127350
0,1,43998,61184
1,0,103766,234804
1,0,16212,17730
1,0,24913,57948
1,0,55146,75966
1,0,27172,27171
1,0,42737,59637
1,0,3766,3765
1,0,10534,10533
1,0,57262,135324
1,0,32856,43416
1,0,14054,14052
1,0,4886,4884
1,0,28364,28362
1,0,65997,94518
1,0,49394,68487
1,0,17640,17637
0,1,17856,34005
1,0,96821,102141
0,1,37204,62551
1,0,20741,20937
1,0,73981,76500
0,1,63326,105967
1,0,26310,26307
1,0,53968,74922
1,0,20079,20076
1,0,19544,23130
1,0,58579,112797
1,0,25917,25914
1,0,10694,12696
1,0,38930,74907
0,1,30928,58581
1,0,11739,12891
1,0,9070,9069
1,0,29592,29589
1,0,56755,95628
1,0,68864,95199
1,0,16161,16158
1,0,25038,25035
0,1,33181,60238
1,0,3500,3498
1,0,16143,16140
1,0,13102,13101
1,0,13038,13035
1,0,23459,28860
1,0,9674,11760
1,0,20743,20976
1,0,42012,88611
1,0,38111,53409
0,1,53629,104581
